path	class
skills/database-lookup/references/encode.md	kit-verbatim
skills/database-lookup/references/ensembl.md	kit-verbatim
skills/database-lookup/references/epa.md	kit-verbatim
skills/database-lookup/references/eurostat.md	kit-verbatim
skills/database-lookup/references/fda.md	kit-verbatim
skills/database-lookup/references/federal-reserve.md	kit-verbatim
skills/database-lookup/references/fred.md	kit-verbatim
skills/database-lookup/references/gene-ontology.md	kit-verbatim
skills/database-lookup/references/geo.md	kit-verbatim
skills/database-lookup/references/gnomad.md	kit-verbatim
skills/database-lookup/references/gtex.md	kit-verbatim
skills/database-lookup/references/gwas-catalog.md	kit-verbatim
skills/database-lookup/references/hca.md	kit-verbatim
skills/database-lookup/references/hpo.md	kit-verbatim
skills/database-lookup/references/human-protein-atlas.md	kit-verbatim
skills/database-lookup/references/interpro.md	kit-verbatim
skills/database-lookup/references/jaspar.md	kit-verbatim
skills/database-lookup/references/kegg.md	kit-verbatim
skills/database-lookup/references/lincs-l1000.md	kit-verbatim
skills/database-lookup/references/materials-project.md	kit-verbatim
skills/database-lookup/references/metabolomics-workbench.md	kit-verbatim
skills/database-lookup/references/monarch.md	kit-verbatim
skills/database-lookup/references/mousemine.md	kit-verbatim
skills/database-lookup/references/nasa-exoplanet-archive.md	kit-verbatim
skills/database-lookup/references/nasa.md	kit-verbatim
skills/database-lookup/references/ncbi-gene.md	kit-verbatim
skills/database-lookup/references/ncbi-protein.md	kit-verbatim
skills/database-lookup/references/ncbi-taxonomy.md	kit-verbatim
skills/database-lookup/references/nist.md	kit-verbatim
skills/database-lookup/references/noaa.md	kit-verbatim
skills/database-lookup/references/omim.md	kit-verbatim
skills/database-lookup/references/opentargets.md	kit-verbatim
skills/database-lookup/references/openweathermap.md	kit-verbatim
skills/database-lookup/references/pdb.md	kit-verbatim
skills/database-lookup/references/pride.md	kit-verbatim
skills/database-lookup/references/pubchem.md	kit-verbatim
skills/database-lookup/references/quickgo.md	kit-verbatim
skills/database-lookup/references/reactome.md	kit-verbatim
skills/database-lookup/references/retrieval-contract.md	kit-verbatim
skills/database-lookup/references/rummageo.md	kit-verbatim
skills/database-lookup/references/sdss.md	kit-verbatim
skills/database-lookup/references/sec-edgar.md	kit-verbatim
skills/database-lookup/references/simbad.md	kit-verbatim
skills/database-lookup/references/sra.md	kit-verbatim
skills/database-lookup/references/string.md	kit-verbatim
skills/database-lookup/references/tcga-gdc.md	kit-verbatim
skills/database-lookup/references/treasury.md	kit-verbatim
skills/database-lookup/references/ucsc-genome.md	kit-verbatim
skills/database-lookup/references/uniprot.md	kit-verbatim
skills/database-lookup/references/usgs.md	kit-verbatim
skills/database-lookup/references/uspto.md	kit-verbatim
skills/database-lookup/references/who.md	kit-verbatim
skills/database-lookup/references/worldbank.md	kit-verbatim
skills/database-lookup/references/zinc.md	kit-verbatim
skills/datamol/SKILL.md	kit-verbatim
skills/datamol/references/conformers_module.md	kit-verbatim
skills/datamol/references/core_api.md	kit-verbatim
skills/datamol/references/descriptors_viz.md	kit-verbatim
skills/datamol/references/fragments_scaffolds.md	kit-verbatim
skills/datamol/references/io_module.md	kit-verbatim
skills/datamol/references/reactions_data.md	kit-verbatim
skills/dbsnp_database/SKILL.md	kit-verbatim
skills/dbsnp_database/references/api-notes.md	kit-verbatim
skills/dbsnp_database/references/citation.bib	kit-verbatim
skills/dbsnp_database/scripts/dbsnp_cli.py	kit-verbatim
skills/deep-work/SKILL.md	kit-adapted
skills/deepchem/SKILL.md	kit-verbatim
skills/deepchem/references/api_reference.md	kit-verbatim
skills/deepchem/references/workflows.md	kit-verbatim
skills/deepchem/scripts/graph_neural_network.py	kit-verbatim
skills/deepchem/scripts/predict_solubility.py	kit-verbatim
skills/deepchem/scripts/transfer_learning.py	kit-verbatim
skills/deepspeed/SKILL.md	kit-verbatim
skills/deepspeed/references/08.md	kit-verbatim
skills/deepspeed/references/09.md	kit-verbatim
skills/deepspeed/references/2020.md	kit-verbatim
skills/deepspeed/references/2023.md	kit-verbatim
skills/deepspeed/references/assets.md	kit-verbatim
skills/deepspeed/references/index.md	kit-verbatim
skills/deepspeed/references/mii.md	kit-verbatim
skills/deepspeed/references/other.md	kit-verbatim
skills/deepspeed/references/tutorials.md	kit-verbatim
skills/deeptools/SKILL.md	kit-verbatim
skills/deeptools/assets/quick_reference.md	kit-verbatim
skills/deeptools/references/effective_genome_sizes.md	kit-verbatim
skills/deeptools/references/normalization_methods.md	kit-verbatim
skills/deeptools/references/tools_reference.md	kit-verbatim
skills/deeptools/references/workflows.md	kit-verbatim
skills/deeptools/scripts/validate_files.py	kit-verbatim
skills/deeptools/scripts/workflow_generator.py	kit-verbatim
skills/depmap/SKILL.md	kit-verbatim
skills/depmap/references/dependency_analysis.md	kit-verbatim
skills/design-code/SKILL.md	kit-verbatim
skills/design-component/SKILL.md	kit-verbatim
skills/design-md-spec/PHILOSOPHY.md	kit-verbatim
skills/design-md-spec/README.md	kit-verbatim
skills/design-md-spec/SKILL.md	kit-verbatim
skills/design-md-spec/spec.md	kit-verbatim
skills/design-qa/SKILL.md	kit-verbatim
skills/design-review/SKILL.md	kit-verbatim
skills/design-system/SKILL.md	kit-verbatim
skills/design-system/references/component-specs.md	kit-verbatim
skills/design-system/references/component-tokens.md	kit-verbatim
skills/design-system/references/primitive-tokens.md	kit-verbatim
skills/design-system/references/semantic-tokens.md	kit-verbatim
skills/design-system/references/states-and-variants.md	kit-verbatim
skills/design-system/references/tailwind-integration.md	kit-verbatim
skills/design-system/references/token-architecture.md	kit-verbatim
skills/design-system/scripts/embed-tokens.cjs	kit-verbatim
skills/design-system/scripts/fetch-background.py	kit-verbatim
skills/design-system/scripts/generate-slide.py	kit-verbatim
skills/design-system/scripts/generate-tokens.cjs	kit-verbatim
skills/design-system/scripts/html-token-validator.py	kit-verbatim
skills/design-system/scripts/search-slides.py	kit-verbatim
skills/design-system/scripts/slide-token-validator.py	kit-verbatim
skills/design-system/scripts/slide_search_core.py	kit-verbatim
skills/design-system/scripts/tests/test_validate_tokens.py	kit-verbatim
skills/design-system/scripts/validate-tokens.cjs	kit-verbatim
skills/design-system/templates/design-tokens-starter.json	kit-verbatim
skills/design-tokens/SKILL.md	kit-verbatim
skills/design/SKILL.md	kit-verbatim
skills/design/references/banner-sizes-and-styles.md	kit-verbatim
skills/design/references/cip-deliverable-guide.md	kit-verbatim
skills/design/references/cip-design.md	kit-verbatim
skills/design/references/cip-prompt-engineering.md	kit-verbatim
skills/design/references/cip-style-guide.md	kit-verbatim
skills/design/references/design-routing.md	kit-verbatim
skills/design/references/icon-design.md	kit-verbatim
skills/design/references/logo-color-psychology.md	kit-verbatim
skills/design/references/logo-design.md	kit-verbatim
skills/design/references/logo-prompt-engineering.md	kit-verbatim
skills/design/references/logo-style-guide.md	kit-verbatim
skills/design/references/slides-copywriting-formulas.md	kit-verbatim
skills/design/references/slides-create.md	kit-verbatim
skills/design/references/slides-html-template.md	kit-verbatim
skills/design/references/slides-layout-patterns.md	kit-verbatim
skills/design/references/slides-strategies.md	kit-verbatim
skills/design/references/slides.md	kit-verbatim
skills/design/references/social-photos-design.md	kit-verbatim
skills/design/scripts/cip/core.py	kit-verbatim
skills/design/scripts/cip/generate.py	kit-verbatim
skills/design/scripts/cip/render-html.py	kit-verbatim
skills/design/scripts/cip/search.py	kit-verbatim
skills/design/scripts/icon/generate.py	kit-verbatim
skills/design/scripts/logo/core.py	kit-verbatim
skills/design/scripts/logo/generate.py	kit-verbatim
skills/design/scripts/logo/search.py	kit-verbatim
skills/designing-layouts/SKILL.md	kit-verbatim
skills/designing-layouts/assets/breakpoint-config.json	kit-verbatim
skills/designing-layouts/assets/layout-templates.json	kit-verbatim
skills/designing-layouts/assets/spacing-scale.json	kit-verbatim
skills/designing-layouts/examples/admin-layout.tsx	kit-verbatim
skills/designing-layouts/examples/masonry-layout.tsx	kit-verbatim
skills/designing-layouts/examples/responsive-grid.tsx	kit-verbatim
skills/designing-layouts/examples/split-pane.tsx	kit-verbatim
skills/designing-layouts/outputs.yaml	kit-verbatim
skills/designing-layouts/references/accessibility-layouts.md	kit-verbatim
skills/designing-layouts/references/css-techniques.md	kit-verbatim
skills/designing-layouts/references/layout-patterns.md	kit-verbatim
skills/designing-layouts/references/library-guide.md	kit-verbatim
skills/designing-layouts/references/performance-optimization.md	kit-verbatim
skills/designing-layouts/references/responsive-strategies.md	kit-verbatim
skills/designing-layouts/scripts/calculate_fluid_typography.js	kit-verbatim
skills/designing-layouts/scripts/generate_breakpoints.js	kit-verbatim
skills/designing-layouts/scripts/validate_layout_accessibility.js	kit-verbatim
skills/dhdna-profiler/SKILL.md	kit-verbatim
skills/dhdna-profiler/references/advanced-profiling.md	kit-verbatim
skills/diffdock/SKILL.md	kit-verbatim
skills/diffdock/assets/batch_template.csv	kit-verbatim
skills/diffdock/assets/custom_inference_config.yaml	kit-verbatim
skills/diffdock/references/confidence_and_limitations.md	kit-verbatim
skills/diffdock/references/parameters_reference.md	kit-verbatim
skills/diffdock/references/workflows_examples.md	kit-verbatim
skills/diffdock/scripts/analyze_results.py	kit-verbatim
skills/diffdock/scripts/prepare_batch_csv.py	kit-verbatim
skills/diffdock/scripts/setup_check.py	kit-verbatim
skills/dnanexus-integration/SKILL.md	kit-verbatim
skills/dnanexus-integration/references/app-development.md	kit-verbatim
skills/dnanexus-integration/references/configuration.md	kit-verbatim
skills/dnanexus-integration/references/data-operations.md	kit-verbatim
skills/dnanexus-integration/references/job-execution.md	kit-verbatim
skills/dnanexus-integration/references/python-sdk.md	kit-verbatim
skills/docx/LICENSE.txt	kit-verbatim
skills/docx/SKILL.md	kit-verbatim
skills/docx/scripts/__init__.py	kit-verbatim
skills/docx/scripts/accept_changes.py	kit-verbatim
skills/docx/scripts/comment.py	kit-verbatim
skills/docx/scripts/office/helpers/__init__.py	kit-verbatim
skills/docx/scripts/office/helpers/merge_runs.py	kit-verbatim
skills/docx/scripts/office/helpers/simplify_redlines.py	kit-verbatim
skills/docx/scripts/office/pack.py	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-chart.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-chartDrawing.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-diagram.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-lockedCanvas.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-main.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-picture.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-spreadsheetDrawing.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/dml-wordprocessingDrawing.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/pml.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-additionalCharacteristics.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-bibliography.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-commonSimpleTypes.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-customXmlDataProperties.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-customXmlSchemaProperties.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-documentPropertiesCustom.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-documentPropertiesExtended.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-documentPropertiesVariantTypes.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-math.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/shared-relationshipReference.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/sml.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-main.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-officeDrawing.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-presentationDrawing.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-spreadsheetDrawing.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/vml-wordprocessingDrawing.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/wml.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ISO-IEC29500-4_2016/xml.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ecma/fouth-edition/opc-contentTypes.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ecma/fouth-edition/opc-coreProperties.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ecma/fouth-edition/opc-digSig.xsd	kit-verbatim
skills/docx/scripts/office/schemas/ecma/fouth-edition/opc-relationships.xsd	kit-verbatim
skills/docx/scripts/office/schemas/mce/mc.xsd	kit-verbatim
skills/docx/scripts/office/schemas/microsoft/wml-2010.xsd	kit-verbatim
skills/docx/scripts/office/schemas/microsoft/wml-2012.xsd	kit-verbatim
skills/docx/scripts/office/schemas/microsoft/wml-2018.xsd	kit-verbatim
skills/docx/scripts/office/schemas/microsoft/wml-cex-2018.xsd	kit-verbatim
skills/docx/scripts/office/schemas/microsoft/wml-cid-2016.xsd	kit-verbatim
skills/docx/scripts/office/schemas/microsoft/wml-sdtdatahash-2020.xsd	kit-verbatim
skills/docx/scripts/office/schemas/microsoft/wml-symex-2015.xsd	kit-verbatim
skills/docx/scripts/office/soffice.py	kit-verbatim
skills/docx/scripts/office/unpack.py	kit-verbatim
skills/docx/scripts/office/validate.py	kit-verbatim
skills/docx/scripts/office/validators/__init__.py	kit-verbatim
skills/docx/scripts/office/validators/base.py	kit-verbatim
skills/docx/scripts/office/validators/docx.py	kit-verbatim
skills/docx/scripts/office/validators/pptx.py	kit-verbatim
skills/docx/scripts/office/validators/redlining.py	kit-verbatim
skills/docx/scripts/templates/comments.xml	kit-verbatim
skills/docx/scripts/templates/commentsExtended.xml	kit-verbatim
skills/docx/scripts/templates/commentsExtensible.xml	kit-verbatim
skills/docx/scripts/templates/commentsIds.xml	kit-verbatim
skills/docx/scripts/templates/people.xml	kit-verbatim
skills/dspy/SKILL.md	kit-verbatim
skills/dspy/references/examples.md	kit-verbatim
skills/dspy/references/modules.md	kit-verbatim
skills/dspy/references/optimizers.md	kit-verbatim
skills/embl_ebi_ols/SKILL.md	kit-verbatim
skills/embl_ebi_ols/references/api_reference.md	kit-verbatim
skills/embl_ebi_ols/references/citation.bib	kit-verbatim
skills/embl_ebi_ols/scripts/get_individual.py	kit-verbatim
skills/embl_ebi_ols/scripts/get_ontology.py	kit-verbatim
skills/embl_ebi_ols/scripts/get_property.py	kit-verbatim
skills/embl_ebi_ols/scripts/get_stats.py	kit-verbatim
skills/embl_ebi_ols/scripts/get_term.py	kit-verbatim
skills/embl_ebi_ols/scripts/ols_utils.py	kit-verbatim
skills/embl_ebi_ols/scripts/search_ols.py	kit-verbatim
skills/embl_ebi_ols/scripts/suggest_ols.py	kit-verbatim
skills/empirical-validation/SKILL.md	kit-verbatim
skills/encode_ccres_database/SKILL.md	kit-verbatim
skills/encode_ccres_database/references/citation.bib	kit-verbatim
skills/encode_ccres_database/references/graphql_schema.md	kit-verbatim
skills/encode_ccres_database/references/json_output_structure.md	kit-verbatim
skills/encode_ccres_database/scripts/encode_portal_api.py	kit-verbatim
skills/encode_ccres_database/scripts/screen_api.py	kit-verbatim
skills/ensembl_database/SKILL.md	kit-verbatim
skills/ensembl_database/references/citation.bib	kit-verbatim
skills/ensembl_database/references/ensembl_rest_api_reference.md	kit-verbatim
skills/ensembl_database/scripts/ensembl_api.py	kit-verbatim
skills/env-tool-quirks/SKILL.md	first-party
skills/esm/SKILL.md	kit-verbatim
skills/esm/references/biohub-platform.md	kit-verbatim
skills/esm/references/esm-c-api.md	kit-verbatim
skills/esm/references/esm3-api.md	kit-verbatim
skills/esm/references/forge-api.md	kit-verbatim
skills/esm/references/workflows.md	kit-verbatim
skills/etetoolkit/SKILL.md	kit-verbatim
skills/etetoolkit/references/api_reference.md	kit-verbatim
skills/etetoolkit/references/visualization.md	kit-verbatim
skills/etetoolkit/references/workflows.md	kit-verbatim
skills/etetoolkit/scripts/quick_visualize.py	kit-verbatim
skills/etetoolkit/scripts/tree_operations.py	kit-verbatim
skills/exa-search/SKILL.md	kit-verbatim
skills/exa-search/references/web-extract.md	kit-verbatim
skills/exa-search/references/web-search.md	kit-verbatim
skills/exa-search/scripts/exa_extract.py	kit-verbatim
skills/exa-search/scripts/exa_search.py	kit-verbatim
skills/exa-search/tests/test_exa_search.py	kit-verbatim
skills/experimental-design/SKILL.md	kit-verbatim
skills/experimental-design/references/design_types.md	kit-verbatim
skills/experimental-design/references/factorial_and_doe.md	kit-verbatim
skills/experimental-design/references/randomization_and_blocking.md	kit-verbatim
skills/experimental-design/references/sequential_and_adaptive.md	kit-verbatim
skills/experimental-design/scripts/doe_designs.py	kit-verbatim
skills/experimental-design/scripts/randomization.py	kit-verbatim
skills/exploratory-data-analysis/SKILL.md	kit-verbatim
skills/exploratory-data-analysis/assets/report_template.md	kit-verbatim
skills/exploratory-data-analysis/references/bioinformatics_genomics_formats.md	kit-verbatim
skills/exploratory-data-analysis/references/chemistry_molecular_formats.md	kit-verbatim
skills/exploratory-data-analysis/references/general_scientific_formats.md	kit-verbatim
skills/exploratory-data-analysis/references/microscopy_imaging_formats.md	kit-verbatim
skills/exploratory-data-analysis/references/proteomics_metabolomics_formats.md	kit-verbatim
skills/exploratory-data-analysis/references/spectroscopy_analytical_formats.md	kit-verbatim
skills/exploratory-data-analysis/scripts/eda_analyzer.py	kit-verbatim
skills/faiss/SKILL.md	kit-verbatim
skills/faiss/references/index_types.md	kit-verbatim
skills/flash-attention/SKILL.md	kit-verbatim
skills/flash-attention/references/benchmarks.md	kit-verbatim
skills/flash-attention/references/transformers-integration.md	kit-verbatim
skills/flowio/SKILL.md	kit-verbatim
skills/flowio/references/api_reference.md	kit-verbatim
skills/fluidsim/SKILL.md	kit-verbatim
skills/fluidsim/references/advanced_features.md	kit-verbatim
skills/fluidsim/references/installation.md	kit-verbatim
skills/fluidsim/references/output_analysis.md	kit-verbatim
skills/fluidsim/references/parameters.md	kit-verbatim
skills/fluidsim/references/simulation_workflow.md	kit-verbatim
skills/fluidsim/references/solvers.md	kit-verbatim
skills/foldseek_structural_search/SKILL.md	kit-verbatim
skills/foldseek_structural_search/references/citation.bib	kit-verbatim
skills/foldseek_structural_search/scripts/search.py	kit-verbatim
skills/generate-image/SKILL.md	kit-verbatim
skills/generate-image/scripts/generate_image.py	kit-verbatim
skills/geniml/SKILL.md	kit-verbatim
skills/geniml/references/bedspace.md	kit-verbatim
skills/geniml/references/consensus_peaks.md	kit-verbatim
skills/geniml/references/region2vec.md	kit-verbatim
skills/geniml/references/scembed.md	kit-verbatim
skills/geniml/references/utilities.md	kit-verbatim
skills/geomaster/README.md	kit-verbatim
skills/geomaster/SKILL.md	kit-verbatim
skills/geomaster/references/advanced-gis.md	kit-verbatim
skills/geomaster/references/big-data.md	kit-verbatim
skills/geomaster/references/code-examples.md	kit-verbatim
skills/geomaster/references/coordinate-systems.md	kit-verbatim
skills/geomaster/references/core-libraries.md	kit-verbatim
skills/geomaster/references/data-sources.md	kit-verbatim
skills/geomaster/references/gis-software.md	kit-verbatim
skills/geomaster/references/industry-applications.md	kit-verbatim
skills/geomaster/references/machine-learning.md	kit-verbatim
skills/geomaster/references/programming-languages.md	kit-verbatim
skills/geomaster/references/remote-sensing.md	kit-verbatim
skills/geomaster/references/scientific-domains.md	kit-verbatim
skills/geomaster/references/specialized-topics.md	kit-verbatim
skills/geomaster/references/troubleshooting.md	kit-verbatim
skills/geopandas/SKILL.md	kit-verbatim
skills/geopandas/references/crs-management.md	kit-verbatim
skills/geopandas/references/data-io.md	kit-verbatim
skills/geopandas/references/data-structures.md	kit-verbatim
skills/geopandas/references/geometric-operations.md	kit-verbatim
skills/geopandas/references/spatial-analysis.md	kit-verbatim
skills/geopandas/references/visualization.md	kit-verbatim
skills/get-available-resources/SKILL.md	kit-verbatim
skills/get-available-resources/scripts/detect_resources.py	kit-verbatim
skills/gget/SKILL.md	kit-verbatim
skills/gget/references/database_info.md	kit-verbatim
skills/gget/references/module_reference.md	kit-verbatim
skills/gget/references/workflows.md	kit-verbatim
skills/gget/scripts/batch_sequence_analysis.py	kit-verbatim
skills/gget/scripts/enrichment_pipeline.py	kit-verbatim
skills/gget/scripts/gene_analysis.py	kit-verbatim
skills/gguf/SKILL.md	kit-verbatim
skills/gguf/references/advanced-usage.md	kit-verbatim
skills/gguf/references/troubleshooting.md	kit-verbatim
skills/ginkgo-cloud-lab/SKILL.md	kit-verbatim
skills/ginkgo-cloud-lab/references/cell-free-protein-expression-hibit.md	kit-verbatim
skills/ginkgo-cloud-lab/references/cell-free-protein-expression-optimization.md	kit-verbatim
skills/ginkgo-cloud-lab/references/cell-free-protein-expression-validation.md	kit-verbatim
skills/ginkgo-cloud-lab/references/cfps-expression-purification-quantification.md	kit-verbatim
skills/ginkgo-cloud-lab/references/cfps-strep-purification-thermal-shift.md	kit-verbatim
skills/ginkgo-cloud-lab/references/cfps-strep-tag-purification-a280.md	kit-verbatim
skills/ginkgo-cloud-lab/references/echo-ms-cfps-detection.md	kit-verbatim
skills/ginkgo-cloud-lab/references/echo-ms-method-onboarding.md	kit-verbatim
skills/ginkgo-cloud-lab/references/ecoli-expression-purification-quantification.md	kit-verbatim
skills/ginkgo-cloud-lab/references/ecoli-minibinder-expression-histag-a280.md	kit-verbatim
skills/ginkgo-cloud-lab/references/ecoli-protein-expression-hibit.md	kit-verbatim
skills/ginkgo-cloud-lab/references/ecoli-protein-expression-histag-a280.md	kit-verbatim
skills/ginkgo-cloud-lab/references/fluorescent-pixel-art-generation.md	kit-verbatim
skills/ginkgo-cloud-lab/references/ivt-rna-synthesis-qpcr.md	kit-verbatim
skills/ginkgo-cloud-lab/references/minibinder-strep-tag-a280.md	kit-verbatim
skills/ginkgo-cloud-lab/references/pichia-protein-expression-labchip.md	kit-verbatim
skills/ginkgo-cloud-lab/references/spr-target-onboarding.md	kit-verbatim
skills/gitnexus-cli/SKILL.md	kit-verbatim
skills/gitnexus-debugging/SKILL.md	kit-verbatim
skills/gitnexus-exploring/SKILL.md	kit-verbatim
skills/gitnexus-guide/SKILL.md	kit-verbatim
skills/gitnexus-impact-analysis/SKILL.md	kit-verbatim
skills/gitnexus-refactoring/SKILL.md	kit-verbatim
skills/glycoengineering/SKILL.md	kit-verbatim
skills/glycoengineering/references/glycan_databases.md	kit-verbatim
skills/gnomad_database/SKILL.md	kit-verbatim
skills/gnomad_database/references/citation.bib	kit-verbatim
skills/gnomad_database/scripts/get_gene_constraint.py	kit-verbatim
skills/gnomad_database/scripts/get_variant_frequency.py	kit-verbatim
skills/gnomad_database/scripts/search_variants.py	kit-verbatim
skills/gptq/SKILL.md	kit-verbatim
skills/gptq/references/calibration.md	kit-verbatim
skills/gptq/references/integration.md	kit-verbatim
skills/gptq/references/troubleshooting.md	kit-verbatim
skills/grpo-rl-training/README.md	kit-verbatim
skills/grpo-rl-training/SKILL.md	kit-verbatim
skills/grpo-rl-training/examples/reward_functions_library.py	kit-verbatim
skills/grpo-rl-training/templates/basic_grpo_training.py	kit-verbatim
skills/gsap-core/SKILL.md	kit-verbatim
skills/gsap-frameworks/SKILL.md	kit-verbatim
skills/gsap-react/SKILL.md	kit-verbatim
skills/gsap-scrolltrigger/SKILL.md	kit-verbatim
skills/gsap-timeline/SKILL.md	kit-verbatim
skills/gsap-utils/SKILL.md	kit-verbatim
skills/gtars/SKILL.md	kit-verbatim
skills/gtars/references/cli.md	kit-verbatim
skills/gtars/references/coverage.md	kit-verbatim
skills/gtars/references/overlap.md	kit-verbatim
skills/gtars/references/python-api.md	kit-verbatim
skills/gtars/references/refget.md	kit-verbatim
skills/gtars/references/tokenizers.md	kit-verbatim
skills/gtex_database/SKILL.md	kit-verbatim
skills/gtex_database/references/citation.bib	kit-verbatim
skills/gtex_database/scripts/gtex_cli.py	kit-verbatim
skills/guidance/SKILL.md	kit-verbatim
skills/guidance/references/backends.md	kit-verbatim
skills/guidance/references/constraints.md	kit-verbatim
skills/guidance/references/examples.md	kit-verbatim
skills/guiding-users/SKILL.md	kit-verbatim
skills/guiding-users/assets/celebration-animations/README.md	kit-verbatim
skills/guiding-users/assets/message-templates.json	kit-verbatim
skills/guiding-users/assets/timing-config.json	kit-verbatim
skills/guiding-users/assets/tour-templates.json	kit-verbatim
skills/guiding-users/examples/celebration-animation.tsx	kit-verbatim
skills/guiding-users/examples/contextual-help.tsx	kit-verbatim
skills/guiding-users/examples/feature-spotlight.tsx	kit-verbatim
skills/guiding-users/examples/first-time-tour.tsx	kit-verbatim
skills/guiding-users/examples/guided-tutorial.tsx	kit-verbatim
skills/guiding-users/examples/help-panel.tsx	kit-verbatim
skills/guiding-users/examples/joyride-tour.tsx	kit-verbatim
skills/guiding-users/examples/setup-checklist.tsx	kit-verbatim
skills/guiding-users/outputs.yaml	kit-verbatim
skills/guiding-users/references/accessibility-patterns.md	kit-verbatim
skills/guiding-users/references/checklists.md	kit-verbatim
skills/guiding-users/references/help-systems.md	kit-verbatim
skills/guiding-users/references/interactive-tutorials.md	kit-verbatim
skills/guiding-users/references/library-comparison.md	kit-verbatim
skills/guiding-users/references/measuring-success.md	kit-verbatim
skills/guiding-users/references/product-tours.md	kit-verbatim
skills/guiding-users/references/progressive-disclosure.md	kit-verbatim
skills/guiding-users/references/selection-framework.md	kit-verbatim
skills/guiding-users/references/timing-strategies.md	kit-verbatim
skills/guiding-users/references/tooltips-hints.md	kit-verbatim
skills/guiding-users/scripts/analyze_onboarding_metrics.py	kit-verbatim
skills/guiding-users/scripts/generate_tour_config.js	kit-verbatim
skills/guiding-users/scripts/validate_accessibility.js	kit-verbatim
skills/histolab/SKILL.md	kit-verbatim
skills/histolab/references/filters_preprocessing.md	kit-verbatim
skills/histolab/references/slide_management.md	kit-verbatim
skills/histolab/references/tile_extraction.md	kit-verbatim
skills/histolab/references/tissue_masks.md	kit-verbatim
skills/histolab/references/visualization.md	kit-verbatim
skills/honey-ccr/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-chat/COMPACT.md	copy:sandbox-kit/honey-for-devs/
skills/honey-chat/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-compress/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-debt/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-design/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-eco/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-gain/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-hive/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-loop/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-memory/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-px/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-review/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey-superpowers/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey/SKILL.md	copy:sandbox-kit/honey-for-devs/
skills/honey/cline-rule.md	copy:sandbox-kit/honey-for-devs/
